"	LoanAmount	CreationDate	fpd_15	data.Request.Input.CB2.MaxDPD	data.Request.Input.CB2.Labelling	data.Request.Input.CB2.CurrentDPD	data.Request.Input.CB2.Outstandingloan	data.Request.Input.CB1.MaxDPD	data.Request.Input.CB1.Labelling	data.Request.Input.CB1.CurrentDPD	data.Request.Input.CB1.Outstandingloan	data.Request.Input.Customer.EducationStatus	data.Request.Input.Customer.TotalExistingExposure	data.Request.Input.Customer.Income.Final	data.Request.Input.Customer.Gender	data.Request.Input.Customer.NumberOfChildren	data.Request.Input.Customer.AddressLGA	data.Request.Input.Customer.Employment.EmployerLGA	data.Request.Input.Customer.Employment.IndustrySector	data.Request.Input.Customer.Employment.BusinessSector	data.Request.Input.Customer.Employment.NumberOfEmployees	data.Request.Input.Customer.DateOfBirth	data.Request.Input.Customer.ResidentialStatus	data.Request.Input.Customer.MaritalStatus	data.Request.Input.Customer.ExistingCustomer	data.Request.Input.Customer.TimeAtAddressMM	data.Request.Input.SalaryService.MonthlyElectricitySpending4	data.Request.Input.SalaryService.MinimumBalance	data.Request.Input.SalaryService.MinimumCredit	data.Request.Input.SalaryService.AvgNumDebitMn	data.Request.Input.SalaryService.MonthlyCashFlow2	data.Request.Input.SalaryService.MonthlyCashFlow3	data.Request.Input.BVN.StateOfOrigin	data.Request.Input.PrevApplication.LoanAmount	data.Request.Input.PrevApplication.LoanTerm	data.Request.Input.PrevApplication.InterestRate	data.Request.Input.Application.RequestedLoanTerm	data.Request.Input.SalaryService.OpeningBalance",,,
"774	930000.0	2023-03-02	0	0.0	Prime	0.0	10000.0	0.0	NTC	0.0	20000.0	HND	955000.0	8319000.0	0		Ijebu North	Port-Harcourt	Warehousing and support activities	Utilities	6.0	1983-04-12	Owner	Married	0								LAGOS State				12.0	",,,
"775	2730000.0	2023-01-16	1	63.0	NTC	0.0	2430000.0	0.0	Sub-Prime	0.0	2340000.0	Post Graduate	2774000.0	170085000.0	0		Abeokuta South	Ajeromi-Ifelodun	Lending	Online		1991-02-06	Owner	Single	0								Niger State				38.0	",,,
"776	130000.0	2023-06-28	1		NTC				Prime			Post Graduate	123000.0	649000.0	1		Ajeromi-Ifelodun	Eti-Osa	Power transmission	Waste Management Activities		1992-10-06	With Friends	Widowed	0								Bayelsa State				17.0	",,,
"777	710000.0	2023-09-30	0	0.0	NTC	0.0	0.0	255.0	Near-Prime	255.0	120000.0	Post Graduate	980000.0	4075000.0	1		Mushin	Oshodi-Isolo	Other Manufacturing	Finance	2.0	1985-05-28	With Friends	Married	0	58.0							Gombe State				14.0	",,,
"778	170000.0	2023-04-17	0		Sub-Prime				NTC			Graduate	210000.0	1506000.0	1	2.0	Kuje	Lagos Mainland	Waste collection"," treatment and supply	Wholesale and retail trade	0.0	1982-07-09	Renting	Divorced	1	80.0							Kano State	634000.0	4.0	5.0	14.0	",,
"779	100000.0	2023-06-09	0	1504.0	NTC	1504.0	40000.0	0.0	Near-Prime	0.0	190000.0	Graduate	839000.0	910000.0	0		Alimosho	Epe	Secondary Education	Information and communication	1.0	1988-06-03	Renting	Widowed	0	53.0							Kano State				10.0	",,,
"780	260000.0	2023-04-14	1		Near-Prime				NTC			Post Graduate	320000.0	1735000.0	0	4.0	Kosofe	Owo	Breweries	Extraterritorial organizations	2.0	1980-02-03	With Relatives	Single	1	500.0							DELTA State	584000.0	8.0	9.0	12.0	",,,
"781	220000.0	2023-06-18	1	180.0	Sub-Prime	0.0	40000.0	0.0	Sub-Prime	0.0	0.0	Graduate	238000.0	1193000.0	0		Abaji	Oshodi-Isolo	Wood and related products	Finance		1998-12-16	With Relatives	Divorced	0								IMO State				14.0	",,,
"782	180000.0	2023-04-25	1		Near-Prime				Near-Prime			Graduate	3532000.0	27498000.0	0	2.0	Ifako-Ijaye	Ikorodu	Power generation/power plants	Information and communication	1.0	1981-10-23	With Relatives	Widowed	1	92.0							LAGOS State	416000.0	26.0	10.0	10.0	",,,
"783	200000.0	2023-06-21	0		Near-Prime		0.0	0.0	Sub-Prime	0.0	390000.0	Graduate	506000.0	3587000.0	0		Abeokuta South	Amuwo-Odofin	Transport-related services	Construction	3.0	1989-02-21	With Relatives	Married	1	25.0							Jigawa State	164000.0	13.0	22.0	13.0	",,,
"784	170000.0	2023-06-05	1	30.0	NTC	0.0	700000.0	999.0	Sub-Prime	999.0	280000.0	HND	2410000.0	48073000.0	1	2.0	Kosofe	Gwagwalada	Civil engineering	Agriculture	0.0	1992-06-14	With Friends	Single	1	58.0							Bayelsa State	781000.0	13.0	14.0	13.0	",,,
"785	170000.0	2023-06-07	1	0.0	NTC	0.0	0.0	0.0	Sub-Prime	0.0	0.0	Primary	1167000.0	6832000.0	1		Surulere	Abuja Municipal	Multilateral Development Agencies (MDA)	Services		1974-11-02	Owner	Divorced	0								Taraba State				14.0	",,,
"786	2220000.0	2023-05-08	0	0.0	NTC	0.0	0.0		Sub-Prime		0.0	Primary	3604000.0	16785000.0	0		Badagry	Ikorodu	Multilateral Development Agencies (MDA)	Consumer Goods		1989-04-04	With Friends	Married	0								Jigawa State				14.0	",,,
"787	160000.0	2023-05-01	0	0.0	Sub-Prime	0.0	0.0	0.0	Sub-Prime	0.0	240000.0	Post Graduate	1367000.0	10199000.0	1		Badagry	Ikorodu	Remediation activities	Real estate activities	6.0	1994-04-14	Owner	Married	1	1.0							Enugu State	112000.0	2.0	25.0	10.0	",,,
"788	670000.0	2023-04-08	0	0.0	NTC	0.0	0.0	0.0	Prime	0.0	470000.0	Post Graduate	810000.0	5995000.0	1	3.0	Ifako-Ijaye	Mushin	Other waste management services	Real estate activities	3.0	1980-11-03	With Relatives	Married	1	27.0							Ekiti State	988000.0	11.0	6.0	13.0	",,,
"789	220000.0	2023-03-29	1	0.0	NTC	0.0		0.0	Near-Prime	0.0		Primary	1745000.0	1880000.0	0		Ojo	Ikorodu	Creative arts and entertainment activities	General	5.0	1998-08-11	Renting	Widowed	0		18371700.0	-500.0	0.0	80.0	-1441000.0	952000.0	Akwa Ibom State				3.0	",,,
"790	3410000.0	2023-03-18	0	8.0	NTC	0.0	2210000.0	0.0	Prime	0.0	200000.0	Graduate	3494000.0	29313000.0	0	2.0	Shagamu	Gwagwalada	Courier/freight/delivery	Human health and social work activities	5.0	1977-07-21	With Friends	Married	1	82.0							Ogun State	2379000.0	11.0	5.0	11.0	",,,
"791	2510000.0	2023-01-30	0	0.0	NTC	0.0		0.0	Prime	0.0	0.0	Graduate	2866000.0	10839000.0	1		Bwari	Port-Harcourt	Computer programming"," consultancy and related activities	Online	3.0	1995-09-09	Renting	Divorced	1								Cross River State	5030000.0	35.0	8.0	34.0	",,
"792	210000.0	2023-05-03	1	0.0	NTC	0.0	0.0	0.0	Prime	0.0	0.0	Graduate	460000.0	3297000.0	1		Bwari	Ibeju/Lekki	Other education	Arts"," entertainment and recreation	1.0	1998-10-04	Owner	Widowed	0								Ekiti State				11.0	",,
"793	1950000.0	2023-03-26	0	0.0	Near-Prime	0.0	610000.0	0.0	Near-Prime	0.0	610000.0	Graduate	3597000.0	39184000.0	1		Port Harcourt	Ibadan Central	Information service activities	Wholesale and retail trade		1989-05-22	With Friends	Single	0								Ondo State				26.0	",,,
"794	100000.0	2023-05-24	1		Prime		0.0	0.0	Prime	0.0	0.0	Graduate	106000.0	855000.0	0		Eti-Osa	Ojo	Leather and related products	Oil and Gas	3.0	1999-08-07	With Friends	Single	0	97.0		0.0	100.0	20.0	0.0	0.0	Ogun State				11.0	0.0",,,
"795	170000.0	2023-05-24	1	6.0	NTC	6.0	50000.0	30.0	Near-Prime	0.0	10000.0	Graduate	288000.0	1894000.0	1		Ikeja	Ajeromi-Ifelodun	Power transmission	Industrial Goods		2000-07-23	Renting	Widowed	0								FCT				11.0	",,,
"796	200000.0	2023-05-27	1	0.0	Sub-Prime	0.0	0.0	0.0	Sub-Prime	0.0	0.0	Secondary	217000.0	871000.0	0		Ibeju/Lekki	Kosofe	Multilateral Development Agencies (MDA)	Finance		1999-11-25	Owner	Married	0								Bayelsa State				17.0	",,,
"797	1540000.0	2023-09-18	0	0.0	Prime	0.0	0.0		Near-Prime		0.0	Graduate	1662000.0	49702000.0	0		Lagos Island	Shagamu	Land transport	Finance		1990-10-12	Owner	Married	0		17025300.0	-301600.0	0.0	190.0	430000.0	-471000.0	Cross River State				18.0	819000.0",,,
"798	540000.0	2023-03-05	1	0.0	Sub-Prime	0.0		0.0	Near-Prime	0.0		Graduate	508000.0	7194000.0	0		Eleme	Ikeja	Residential care activities	Government		1994-12-14	Owner	Married	0		7600.0	100.0	100.0	170.0	353000.0	-47000.0	Gombe State				11.0	",,,
"799	950000.0	2023-04-29	0	0.0	NTC	0.0	20000.0	0.0	Near-Prime	0.0	10000.0	Graduate	2578000.0	16806000.0	0	4.0	Abuja Municipal	Owo	Waste collection"," treatment and disposal	Extraterritorial organizations	12.0	1963-06-07	Renting	Widowed	1	75.0							Taraba State	3581000.0	26.0	8.0	13.0	",,
"800	280000.0	2023-05-06	0	0.0	Sub-Prime	0.0	0.0	0.0	Sub-Prime	0.0	0.0	Graduate	264000.0	3372000.0	0		Amuwo-Odofin	Akure North	Power generation/power plants	Online	2.0	1988-01-30	With Friends	Married	0		0.0	200.0	0.0	400.0	-239000.0	36000.0	Oyo State				13.0	16000.0",,,
"801	1030000.0	2023-03-13	0		NTC				Near-Prime			Secondary	1083000.0	5829000.0	1		Oshodi-Isolo	Ibeju/Lekki	Car Dealer	Finance			With Relatives	Divorced	0		37300.0	300.0	200.0	90.0	-40000.0	100000.0	ABIA State				14.0	",,,
"802	1890000.0	2023-11-01	0		Prime		0.0		Prime		0.0	Post Graduate	1758000.0	8474000.0	0		Abeokuta North	Ibeju/Lekki	Pensions Fund Administration and Custodians	Government		1992-11-22	With Friends	Divorced	0								Ondo State				3.0	",,,
"803	200000.0	2023-04-08	1	0.0	Near-Prime	0.0		0.0	Sub-Prime	0.0		Secondary	376000.0	2637000.0	0		Shagamu	Epe	Other Manufacturing	Utilities	0.0	2000-01-08	With Relatives	Married	0		0.0	-500.0	0.0	110.0	348000.0	0.0	Imo State				14.0	",,,
"804	120000.0	2023-07-02	1	0.0	Prime	0.0	10000.0	0.0	Sub-Prime	0.0	0.0	Post Graduate	201000.0	1420000.0	0		Badagry	Surulere	Rental and leasing activities	Mining and Quarrying	0.0	1993-09-18	With Relatives	Married	0	42.0							kaduna State				13.0	",,,
"805	3540000.0	2023-08-21	0	0.0	Sub-Prime	0.0	0.0		Near-Prime		0.0	Post Graduate	5982000.0	171968000.0	1		Ijebu North	Amuwo-Odofin	Other education	Transportation and storage		1990-06-02	Renting	Divorced	0								Ogun State				18.0	",,,
"806	230000.0	2023-06-03	1		Sub-Prime		0.0	0.0	Sub-Prime	0.0	0.0	Secondary	290000.0	1441000.0	1		Ikeja	Ikorodu	Other manufacturing	General		1991-02-01	With Friends	Married	0								Ekiti State				18.0	",,,
"807	200000.0	2023-06-02	0		Prime				Prime			Graduate	2815000.0	21465000.0	0		Ojo	Eleme	Religious bodies	Construction	3.0	1985-01-15	With Friends	Divorced	1	28.0							Nasarawa State	808000.0	14.0	12.0	12.0	",,,
"808	160000.0	2023-03-14	0	0.0	Sub-Prime	0.0		0.0	Prime	0.0		Primary	142000.0	4015000.0	0		Ifako-Ijaye	Obafemi-Owode	Real Estate Construction	Online		1996-03-31	With Friends	Married	0		3312100.0	-5300.0	0.0	80.0	-24000.0	16000.0	Gombe State				10.0	",,,
"809	190000.0	2023-03-02	0	0.0	Sub-Prime	0.0	0.0	0.0	Near-Prime	0.0		Post Graduate	186000.0	1060000.0	0		Ikeja	Ojo	Power generation/power plants	General		1996-10-05	Renting	Single	0		0.0	0.0	0.0	180.0	-73000.0	75000.0	kaduna State				12.0	",,,
"810	100000.0	2023-05-15	0		NTC				NTC			Graduate	103000.0	734000.0	1		Ijebu North	Obafemi-Owode	Nursery and primary education	Government	0.0	1989-03-19	Renting	Widowed	1	32.0	0.0	0.0	100.0	100.0	6000.0	-75000.0	Edo State	122000.0	10.0	31.0	13.0	",,,
"811	210000.0	2023-07-13	1		NTC		0.0	0.0	NTC	0.0	0.0	Post Graduate	600000.0	3301000.0	0		Bwari	Ibadan Central	Computer programming"," consultancy and related activities	Finance		1995-02-15	With Friends	Married	0			-13100.0	0.0	90.0			Yobe State				14.0	0.0",,
"812	90000.0	2023-06-13	1	0.0	Sub-Prime	0.0	0.0	0.0	Near-Prime	0.0	0.0	Post Graduate	101000.0	999000.0	0		Kuje	Ikorodu	Computer"," electronic and electrical products	Waste Management Activities	0.0	1997-08-22	With Friends	Widowed	1	157.0	523100.0	-122400.0	0.0	60.0	1000.0	-0.0	Kwara State	204000.0	11.0	29.0	10.0	1000.0",,
"813	160000.0	2023-02-09	1	1241.0	NTC	1241.0	10000.0	0.0	Prime	0.0	0.0	Post Graduate	490000.0	3438000.0	0		Apapa	Abaji	Power transmission	Extraterritorial organizations		1998-10-03	With Friends	Single	0								Bauchi State				13.0	",,,
"814	170000.0	2023-05-03	1	120.0	NTC	0.0	20000.0	172.0	Prime	172.0	20000.0	Graduate	206000.0	1302000.0	1	1.0	Abuja Municipal	Port Harcourt	Merchant Banks and Other Wealth Management institutions	Finance	6.0	1996-03-19	With Friends	Divorced	1	154.0							Yobe State	119000.0	11.0	28.0	11.0	",,,
"815	160000.0	2023-06-30	1	0.0	NTC	0.0	0.0	0.0	Near-Prime	0.0	0.0	Post Graduate	132000.0	524000.0	0		Shomolu	Badagry	Charity	Information and communication		1995-02-02	Renting	Divorced	0	36.0	0.0	700.0	0.0	100.0	-0.0	-26000.0	Kebbi State				18.0	16000.0",,,
"816	130000.0	2023-05-20	0	0.0	Sub-Prime	0.0	10000.0		Near-Prime		0.0	Post Graduate	120000.0	1344000.0	0	0.0	Ikeja	Oshodi-Isolo	Gasoline stations	Administrative and support service activities		1990-02-25	With Relatives	Married	1	158.0							DELTA State	158000.0	12.0	13.0	13.0	",,,
"817	170000.0	2023-06-18	1	0.0	Prime	0.0	130000.0		NTC		0.0	Post Graduate	174000.0	1242000.0	0		Ifo	Abaji	Car Dealer	Transportation and storage		1979-08-30	With Relatives	Divorced	0								Cross River State				12.0	",,,
"818	220000.0	2023-04-28	1	0.0	Sub-Prime	0.0	0.0	0.0	Prime	0.0	0.0	Primary	680000.0	5340000.0	0		Port Harcourt	Ajeromi-Ifelodun	Home Developers	Transportation and storage		1991-05-02	With Friends	Widowed	0								Bayelsa State				12.0	",,,
"819	4670000.0	2023-09-26	0		Sub-Prime		0.0	0.0	Prime	0.0	0.0	Post Graduate	5219000.0	52137000.0	0		Ijebu Ode	Ikenne	Information service activities	Mining and Quarrying	2.0	1965-07-28	Renting	Single	1								kaduna State	4098000.0	4.0	11.0	13.0	",,,
"820	270000.0	2023-06-09	1	0.0	NTC	0.0	0.0		Near-Prime		0.0	Post Graduate	423000.0	1757000.0	0		Abeokuta North	Agege	Confectionaries	Transportation and storage		1988-06-07	Renting	Married	1								kaduna State	99000.0	7.0	13.0	16.0	",,,
"821	150000.0	2023-05-08	1	0.0	NTC	0.0	0.0	0.0	Near-Prime	0.0	0.0	Secondary	231000.0	1951000.0	1		Port Harcourt	Ifako-Ijaye	Furniture	Consumer Goods		1992-08-01	With Friends	Single	0								Jigawa State				10.0	",,,
"822	1950000.0	2023-04-01	0		Near-Prime				Sub-Prime			Graduate	3422000.0	41585000.0	0		Badagry	Obafemi-Owode	Social work activities	Construction		1965-09-09	With Relatives	Married	0								Kano State				14.0	",,,
"823	180000.0	2023-01-17	1	0.0	Near-Prime	0.0	0.0	0.0	Near-Prime	0.0	0.0	Graduate	343000.0	236000.0	0		Ijebu Ode	Ibadan Central	Water Collection"," treatment and supply	Consumer Goods	0.0	1999-05-01	With Friends	Widowed	0		41700.0	-44500.0	0.0	120.0	-81000.0	-11000.0	Kebbi State				24.0	",,
"824	150000.0	2023-05-11	1	0.0	NTC	0.0	0.0	0.0	NTC	0.0	0.0	Graduate	304000.0	2534000.0	0		Shomolu	Ibadan Central	Transactions	Non-Governmental Organization		1999-01-14	With Relatives	Married	0								ABIA State				14.0	",,,
"825	150000.0	2023-02-26	1	123.0	NTC	123.0	20000.0	60.0	Prime	60.0	20000.0	Primary	157000.0	1016000.0	1	3.0	Ijebu Ode	Epe	Lending	Finance	9.0	1996-01-20	Renting	Widowed	1	70.0	2123000.0	-17000.0	100.0	120.0	62000.0	-308000.0	Taraba State	50000.0	12.0	25.0	11.0	",,,
"826	3250000.0	2023-02-13	0	3.0	NTC	0.0	90000.0	0.0	Near-Prime	0.0	100000.0	Graduate	2763000.0	32224000.0	0		Ijebu North	Abeokuta North	Coal"," Lignite and Metal Ores	Utilities	1.0	1986-08-13	With Relatives	Widowed	0								Bayelsa State				21.0	",,
"827	1520000.0	2023-08-04	0	0.0	NTC	0.0	6340000.0		Prime		0.0	Graduate	1663000.0	6704000.0	0		Abuja Municipal	Ifako-Ijaye	Advertising and market research	Transportation and storage		1992-06-01	With Relatives	Widowed	0								Katsina State				17.0	",,,
"828	200000.0	2023-02-23	0	0.0	Prime	0.0		0.0	Sub-Prime	0.0	0.0	HND	2559000.0	16748000.0	0		Obafemi-Owode	Kwali	Office equipment	Non-Governmental Organization	7.0	1979-05-01	Owner	Widowed	0								Kebbi State				12.0	",,,
"829	490000.0	2023-05-08	0	0.0	Prime	0.0	0.0		Sub-Prime			Graduate	2718000.0	32292000.0	0		Abeokuta South	Ibeju/Lekki	Other business support activities	Waste Management Activities		1996-05-21	With Relatives	Divorced	0								Edo State				12.0	",,,
"830	640000.0	2023-05-14	1	0.0	NTC	0.0	0.0	0.0	Sub-Prime	0.0	0.0	Secondary	562000.0	5571000.0	0		Ojo	Ojo	Multilateral Development Agencies (MDA)	Consumer Goods	0.0	1999-03-26	Owner	Single	0		1821200.0	-250100.0	0.0	140.0	-1000.0	-16000.0	OSUN State				17.0	34000.0",,,
"831	120000.0	2023-06-30	1	274.0	Near-Prime	274.0	20000.0	213.0	Near-Prime	213.0	20000.0	Post Graduate	121000.0	926000.0	0	0.0	Epe	Ifako-Ijaye	Residential care activities	Agriculture	0.0	1988-03-16	With Friends	Widowed	0	7.0							Katsina State				14.0	",,,
"832	4500000.0	2023-10-01	0	0.0	NTC	0.0	0.0	0.0	Near-Prime	0.0	0.0	Graduate	5950000.0	97808000.0	0	1.0	Apapa	Mushin	Water Collection"," treatment and supply	Education		1981-09-25	Renting	Married	1	0.0							Kebbi State	417000.0	33.0	9.0	14.0	",,
"833	150000.0	2023-04-02	0	0.0	NTC	0.0	0.0	0.0	Prime	0.0	0.0	Post Graduate	147000.0	817000.0	1		Ifako-Ijaye	Ikeja	Textiles and Wearing Apparel	General	2.0	1994-07-27	With Friends	Widowed	0								OYO State				10.0	",,,
"834	200000.0	2023-05-13	1	0.0	NTC	0.0	0.0	12.0	Sub-Prime	12.0	290000.0	Graduate	3310000.0	22876000.0	0	0.0	Abeokuta North	Obafemi-Owode	Educational support services	Agriculture	3.0	1995-04-29	Owner	Married	1	25.0							kaduna State	574000.0	13.0	10.0	12.0	",,,
"835	2010000.0	2023-03-26	1	0.0	NTC	0.0		0.0	Near-Prime	0.0		Post Graduate	3280000.0	15307000.0	0		Ado-Odo/Ota	Ojo	Advertising and market research	Extraterritorial organizations	2.0	1962-07-05	With Friends	Divorced	0								Niger State				24.0	",,,
"836	2390000.0	2023-05-29	0	0.0	NTC	0.0	220000.0	675.0	Sub-Prime	675.0	0.0	Graduate	2310000.0	9177000.0	0		Mushin	Ibeju/Lekki	Waste collection"," treatment and disposal	Services		1981-07-29	With Relatives	Married	0								OYO State				15.0	",,
"837	830000.0	2023-05-21	1	180.0	Near-Prime	0.0	10000.0	136.0	Sub-Prime	136.0	10000.0	Post Graduate	826000.0	150000.0	0		Kuje	Mushin	Lending	Finance		1979-08-08	Renting	Divorced	0	46.0	0.0	-5000.0	0.0	50.0	-139000.0	229000.0	Ebonyi State				13.0	500000.0",,,
"838	2910000.0	2023-05-07	0	0.0	Sub-Prime	0.0	150000.0	0.0	Prime	0.0	170000.0	Graduate	3034000.0	51198000.0	0		Epe	Shagamu	Crop Production	Consumer Goods		1990-03-24	With Friends	Widowed	0		0.0	0.0	0.0	220.0	-8000.0	-61000.0	Edo State				10.0	",,,
"839	990000.0	2023-06-22	0		NTC		0.0	0.0	Near-Prime	0.0	0.0	Primary	3580000.0	22191000.0	1		Mushin	Kwali	Wood and related products	Finance	2.0	1979-05-25	Renting	Single	0								Enugu State				12.0	",,,
"840	170000.0	2023-02-17	1	548.0	NTC	548.0	80000.0	0.0	Prime	0.0	100000.0	Graduate	352000.0	2858000.0	0	3.0	Bwari	Ifako-Ijaye	Fabricated metal products	Education	3.0	1977-09-03	With Friends	Married	1	93.0							Ogun State	1126000.0	11.0	5.0	12.0	",,,
"841	350000.0	2023-05-18	1	0.0	Near-Prime	0.0	0.0	0.0	Sub-Prime	0.0	0.0	Graduate	691000.0	6211000.0	0	1.0	Ijebu Ode	Shagamu	Advertising and market research	Arts"," entertainment and recreation	3.0	1980-04-19	With Friends	Divorced	1		0.0	0.0	0.0	120.0	-61000.0	113000.0	Delta State	1876000.0	24.0	9.0	14.0	",,
"842	2750000.0	2023-08-31	0		NTC		0.0		NTC		0.0	Post Graduate	3111000.0	16851000.0	0	0.0	Mushin	Epe	Tobacco products	Wholesale and retail trade	1.0	1994-10-16	With Relatives	Single	0	177.0							Nasarawa State				17.0	",,,
"843	200000.0	2023-06-25	1	0.0	Prime	0.0	380000.0	388.0	NTC	388.0	320000.0	Graduate	183000.0	853000.0	0	2.0	Amuwo-Odofin	Gwagwalada	Other mining and quarrying	Administrative and support service activities	3.0	1978-05-23	With Friends	Widowed	1	144.0							Ondo State	59000.0	12.0	22.0	13.0	",,,
"844	1610000.0	2023-06-20	1	180.0	NTC	0.0	610000.0	0.0	NTC	0.0	450000.0	HND	1885000.0	13845000.0	0	0.0	Abuja Municipal	Kosofe	Lending	Construction	3.0	1990-09-01	Renting	Married	1	154.0							Ogun State	1024000.0	14.0	10.0	17.0	",,,
"845	170000.0	2023-05-01	1	0.0	Near-Prime	0.0	20000.0	0.0	Prime	0.0	0.0	Post Graduate	2592000.0	29867000.0	0		Ijebu North	Ifako-Ijaye	Tobacco products	Agriculture		1990-01-30	With Friends	Divorced	0								OSUN State				11.0	",,,
"846	760000.0	2023-04-13	0	15.0	Sub-Prime	0.0	870000.0	0.0	Near-Prime	0.0	0.0	Secondary	1017000.0	6658000.0	1	0.0	Amuwo-Odofin	Lagos Island	Gasoline stations	Transportation and storage	1.0	1989-01-05	With Friends	Married	1	36.0							Kebbi State	2608000.0	7.0	9.0	11.0	",,,
"847	170000.0	2023-06-03	0	0.0	Sub-Prime	0.0	0.0	0.0	Near-Prime	0.0	0.0	Graduate	148000.0	1032000.0	1		Kosofe	Ojo	Home Developers	Professional"," scientific and technical activities		1999-02-21	With Friends	Divorced	0		1111600.0	-579500.0	0.0	160.0	0.0	-88000.0	Ebonyi State				12.0	0.0",,
"848	4410000.0	2023-08-11	1		Near-Prime		0.0	0.0	Sub-Prime	0.0	0.0	Graduate	4966000.0	54720000.0	0		Abaji	Port Harcourt	Drug retailers	Agriculture		1989-05-24	Renting	Single	1								Cross River State	1490000.0	13.0	11.0	14.0	",,,
"849	170000.0	2023-06-03	0	0.0	Prime	0.0	0.0	0.0	Near-Prime	0.0	0.0	Post Graduate	276000.0	2082000.0	0		Mushin	Kuje	Power transmission	General	0.0	1987-06-20	Renting	Widowed	1								Kano State	478000.0	16.0	16.0	11.0	",,,
"850	3340000.0	2023-06-12	0	0.0	Near-Prime	0.0	0.0	0.0	Prime	0.0	0.0	Post Graduate	2445000.0	19241000.0	0		Shagamu	Kosofe	Educational support services	Oil and Gas		1995-11-20	With Friends	Married	0								Edo State				18.0	",,,
"851	230000.0	2023-03-08	0	0.0	Sub-Prime	0.0	0.0	0.0	Prime	0.0	0.0	HND	197000.0	1292000.0	1		Lagos Mainland	Port Harcourt	Office equipment	Real estate activities		1979-03-11	With Relatives	Widowed	0		524000.0	-97900.0	0.0	60.0	-17000.0	-556000.0	Akwa Ibom State				3.0	",,,
"852	560000.0	2023-03-28	0	0.0	Near-Prime	0.0	210000.0	0.0	Near-Prime	0.0	990000.0	Primary	749000.0	2663000.0	1		Kuje	Amuwo-Odofin	Drug retailers	Waste Management Activities	5.0	1986-10-09	Renting	Married	0			-67200.0	0.0	120.0			Edo State				30.0	",,,
"853	190000.0	2023-06-21	1	0.0	NTC	0.0	0.0	0.0	Sub-Prime	0.0	0.0	Post Graduate	259000.0	1470000.0	1		Lagos Mainland	Mushin	Fishing	Industrial Goods		1996-03-21	With Relatives	Widowed	0								LAGOS State				17.0	",,,
"854	1490000.0	2023-10-27	0		Sub-Prime				Sub-Prime			Graduate	1088000.0	6205000.0	0		Ifako-Ijaye	Ajeromi-Ifelodun	Textiles/apparels	Utilities		1985-06-26	With Relatives	Single	0	30.0							Taraba State				15.0	",,,
"855	650000.0	2023-10-12	0	0.0	Near-Prime	0.0	0.0	0.0	NTC	0.0	0.0	Graduate	1135000.0	5316000.0	0	2.0	Eti-Osa	Akure North	Parliamentary/politics	Wholesale and retail trade	2.0	1984-09-15	Owner	Widowed	1	63.0							Kano State	537000.0	3.0	12.0	14.0	",,,
"856	450000.0	2023-07-20	0		Near-Prime				Prime			Graduate	574000.0	2527000.0	0		Epe	Port Harcourt	Water collection"," treatment and supply	Professional"," scientific and technical activities	1.0	1979-02-04	Renting	Married	0								Abia State				15.0	",
"857	3200000.0	2023-04-27	0	0.0	NTC	0.0	20000.0	0.0	NTC	0.0	20000.0	Graduate	3549000.0	37580000.0	0	0.0	Abeokuta North	Eleme	Warehousing and support activities	Wholesale and retail trade	1.0		Renting	Single	0	42.0	0.0	-176500.0	0.0	170.0	62000.0	-43000.0	Kogi State				11.0	",,,
"858	1690000.0	2023-07-02	0	0.0	NTC	0.0	0.0	0.0	Near-Prime	0.0	50000.0	Post Graduate	3027000.0	17916000.0	0		Shomolu	Port-Harcourt	Fabricated metal products	Waste Management Activities		1993-09-03	Renting	Single	0								OYO State				12.0	",,,
"859	2220000.0	2023-07-05	1	0.0	Sub-Prime	0.0	640000.0	30.0	Near-Prime	0.0	1340000.0	Post Graduate	2769000.0	23283000.0	0	3.0	Eti-Osa	Ifako-Ijaye	Power generation/power plants	Education	3.0	1984-02-22	With Friends	Single	1	71.0							Imo State	863000.0	16.0	10.0	15.0	",,,
"860	120000.0	2023-03-06	1	0.0	Sub-Prime	0.0	0.0	0.0	Sub-Prime	0.0	10000.0	Secondary	101000.0	562000.0	0		Kuje	Port Harcourt	Advertising and market research	Administrative and support service activities		1962-11-23	With Friends	Single	0		0.0	-1300.0	0.0	60.0	2000.0	1000.0	Cross River State				3.0	",,,
"861	160000.0	2023-05-26	0	1879.0	NTC	1879.0	510000.0	0.0	Near-Prime	0.0	520000.0	Graduate	182000.0	1192000.0	0	1.0	Abuja Municipal	Shagamu	Home Developers	Administrative and support service activities		1980-08-04	Owner	Widowed	1	13.0							Nasarawa State	201000.0	11.0	7.0	19.0	",,,
"862	170000.0	2023-02-17	1	389.0	NTC	389.0	430000.0	0.0	Near-Prime	0.0	290000.0	Post Graduate	743000.0	3923000.0	0		Abaji	Ibeju/Lekki	Residential care activities	Information and communication		1975-03-04	Owner	Single	0								Zamfara State				10.0	",,,
"863	110000.0	2023-02-09	1	310.0	NTC	310.0	40000.0	0.0	Prime	0.0	20000.0	Secondary	120000.0	1016000.0	0		Badagry	Oshodi-Isolo	Crop Production	Agriculture		1985-07-22	With Relatives	Married	0								IMO State				10.0	",,,
